papel;cotacao;pl;pvp;psr;dy;pa;pcg;pebit;pacl;evebit;evebitda;mrgebit;mrgliq;roic;roe;liqc;liq2m;patrliq;divbpatr;c5y
FBMC4;1.96;-0.09;-0.02;0.095;0.0;0.034;-0.04;-0.07;-0.02;-0.53;-0.59;-1.3559;-1.0197;-0.647;0.2419;0.31;0.0;-63552000.0;-0.15;-0.3166
FBRA4;34.58;-39.57;1.66;0.457;0.0;0.738;18.94;7.4;-4.43;10.62;10.62;0.061799999999999994;-0.0115;0.11939999999999999;-0.042;1.11;0.0;213406000.0;0.77;0.12480000000000001
FCAP3;0.62;0.52;0.11;0.0;0.0;0.089;0.0;-6.18;0.0;-15.27;-15.27;0.0;0.0;0.0;0.2183;0.0;0.0;107134000.0;0.0;0.0
FCAP4;0.7;0.58;0.13;0.0;0.0;0.1;0.0;-6.98;0.0;-16.07;-16.07;0.0;0.0;0.0;0.2183;0.0;0.0;107134000.0;0.0;0.0
FESA3;11.89;19.54;1.24;1.795;0.0558;0.992;3.39;24.92;4.96;20.7;7.99;0.07200000000000001;0.092;0.052300000000000006;0.0634;3.76;10245.8;3387880000.0;0.05;-0.0207
FESA4;6.8;11.18;0.71;1.027;0.1073;0.568;1.94;14.25;2.83;10.03;3.87;0.07200000000000001;0.092;0.052300000000000006;0.0634;3.76;4583070.0;3387880000.0;0.05;-0.0207
FFTL3;25.0;53.22;2.26;3.41;0.0;1.508;23.71;20.9;-15.54;20.55;20.55;0.1632;0.0816;0.0891;0.0424;1.37;0.0;6274030000.0;0.07;0.0779
FFTL4;25.06;53.34;2.26;3.418;0.0;1.512;23.77;20.95;-15.58;20.6;20.6;0.1632;0.0816;0.0891;0.0424;1.37;0.0;6274030000.0;0.07;0.0779
FGUI3;12.0;-12.41;-2.15;16.009;0.0;25.203;-2.2;-57.76;-2.05;-70.17;-70.17;-0.2772;-1.29;-0.6074;0.1732;0.04;0.0;-222024000.0;-0.46;0.0213
FGUI4;0.38;-0.39;-0.07;0.507;0.0;0.798;-0.07;-1.83;-0.06;-14.24;-14.24;-0.2772;-1.29;-0.6074;0.1732;0.04;0.0;-222024000.0;-0.46;0.0213
FHER3;4.04;-0.34;-0.19;0.048;0.0;0.076;-0.61;-0.89;-0.11;-0.55;-0.85;-0.0541;-0.1419;-0.2634;0.5672999999999999;0.85;63146.4;-1129610000.0;-0.05;0.032799999999999996
FIBR3;66.3;12.03;2.59;2.01;0.0759;0.899;9.59;5.13;-2.54;7.17;5.29;0.3918;0.1675;0.22949999999999998;0.2157;1.46;0.0;14149000000.0;1.46;0.2271
FICT3;1.9;-3.25;1.41;24.017;0.0;0.926;1.51;-9.72;1.66;-4.77;-6.82;-2.4709;-7.3888;-0.4363;-0.4325;3.17;58754.4;59287000.0;0.17;-0.36
FIEI3;14.39;-10.36;0.48;26.872;0.0;0.306;-3.87;-6.63;-1.08;-9.95;-10.66;-4.0508999999999995;-2.5975;-0.0521;-0.0463;0.5;23500.4;72685000.0;0.34;-0.2187
FIGE3;21.07;3.57;0.27;0.0;0.0021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0764;0.0;105.35;182652000.0;0.0;0.37229999999999996
FIGE4;38.01;6.44;0.49;0.0;0.0013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0764;0.0;0.0;182652000.0;0.0;0.37229999999999996
FIQE3;4.93;10.02;1.55;1.745;0.1616;0.832;9.42;6.83;-3.8;7.64;4.02;0.2554;0.1743;0.1458;0.15460000000000002;1.57;2738760.0;1270410000.0;0.44;0.20989999999999998
FLCL3;11.5;0.0;12.11;0.0;0.0;2.439;-582.58;0.0;-4.74;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;428112000.0;2.7;0.0
FLCL5;12.5;0.0;13.16;0.0;0.0;2.651;-633.24;0.0;-5.15;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;428112000.0;2.7;0.0
FLCL6;9.91;0.0;10.43;0.0;0.0;2.102;-502.03;0.0;-4.08;0.0;0.0;0.0;0.0;0.0;0.0;0.99;0.0;428112000.0;2.7;0.0
FLRY3;15.5;14.13;1.57;1.051;0.09970000000000001;0.624;3.18;6.96;-2.62;9.41;5.5;0.15109999999999998;0.0718;0.11779999999999999;0.11130000000000001;2.21;50785900.0;5395010000.0;1.02;0.2291
FRAS3;23.7;18.66;2.76;1.274;0.0291;0.964;3.52;8.61;-6.1;10.75;8.17;0.1479;0.0695;0.146;0.1478;2.27;9067550.0;2409760000.0;1.1;0.1805
FRAS4;5.79;4.56;0.67;0.311;0.0;0.235;0.86;2.1;-1.49;4.24;3.22;0.1479;0.0695;0.146;0.1478;2.27;0.0;2409760000.0;1.1;0.1805
FRIO3;209.98;55.48;3.68;0.545;0.0;0.704;5.06;11.98;-7.79;18.32;10.82;0.0455;0.0067;0.0809;0.0663;1.26;2212.4;364200000.0;2.26;0.0588
FRTA3;1.31;-0.49;-0.04;0.357;0.0;0.088;-0.03;-0.68;-0.03;-17.74;-18.74;-0.5265;-0.7229000000000001;-0.1802;0.0717;0.03;0.0;-75884000.0;-0.89;-0.06509999999999999
FTRX3;0.13;-0.15;-0.02;0.206;0.0;0.023;-0.04;-0.19;-0.01;-1.77;-2.27;-1.0622;-1.3883;-0.1199;0.135;0.06;0.0;-154535000.0;-0.16;-0.3125
FTRX4;0.11;-0.13;-0.02;0.174;0.0;0.019;-0.03;-0.16;-0.01;-1.74;-2.24;-1.0622;-1.3883;-0.1199;0.135;0.06;0.0;-154535000.0;-0.16;-0.3125
GAFP3;0.12;-0.04;-0.01;0.372;0.0;0.015;-0.09;-0.48;-0.01;-46.92;-46.92;-0.7757;-9.8128;-0.0321;0.38789999999999997;0.51;0.0;-80712500.0;-1.43;-0.5809000000000001
GAFP4;0.05;-0.02;-0.01;0.155;0.0;0.006;-0.04;-0.2;0.0;-46.65;-46.65;-0.7757;-9.8128;-0.0321;0.38789999999999997;0.51;0.0;-80712500.0;-1.43;-0.5809000000000001
GALO3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1398;-1.8458;0.3937;0.0762;0.0;0.0;-60607000.0;0.0;-0.2897
GALO4;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1398;-1.8458;0.3937;0.0762;0.0;0.0;-60607000.0;0.0;-0.2897
GAZO3;3.4;0.45;-0.05;-2.068;0.0;0.301;-0.67;1.26;-0.04;1.43;1.43;-1.64;-4.5448;0.2506;-0.1061;0.35;0.0;-102667000.0;-0.01;-0.2821
GAZO4;2.32;0.31;-0.03;-1.411;0.0;0.205;-0.46;0.86;-0.03;1.03;1.03;-1.64;-4.5448;0.2506;-0.1061;0.35;0.0;-102667000.0;-0.01;-0.2821
GBIO33;10.4;-14.97;1.32;1.518;0.0;0.791;7.57;13.53;17.58;16.06;16.06;0.1121;-0.1014;0.0712;-0.0883;1.31;0.0;838439000.0;0.31;-0.08990000000000001
GEPA3;32.5;15.75;1.72;3.245;0.3141;0.767;-2.8;9.4;-1.6;12.18;7.49;0.3453;0.20600000000000002;0.0967;0.10890000000000001;0.21;15165.1;1789350000.0;0.58;-0.17809999999999998
GEPA4;32.0;15.51;1.69;3.195;0.319;0.755;-2.76;9.25;-1.58;12.04;7.4;0.3453;0.20600000000000002;0.0967;0.10890000000000001;0.21;44011.7;1789350000.0;0.58;-0.17809999999999998
GETI3;14.45;13.19;3.44;1.916;0.0;1.314;-15.63;6.98;-3.19;8.2;6.76;0.2743;0.1452;0.22699999999999998;0.2609;0.71;0.0;1601130000.0;0.86;0.13390000000000002
GETI4;14.46;13.2;3.44;1.917;0.0;1.315;-15.64;6.99;-3.2;8.2;6.76;0.2743;0.1452;0.22699999999999998;0.2609;0.71;0.0;1601130000.0;0.86;0.13390000000000002
GETT3;2.4;7.55;1.24;1.336;0.0;0.081;3.13;6.04;3.36;6.86;4.78;0.2213;0.1766;0.013600000000000001;0.1641;1.03;0.0;3618060000.0;0.34;0.0
GFSA3;4.81;-0.86;0.03;0.062;0.0;0.011;0.04;-0.29;-0.55;-7.54;-8.2;-0.2138;-0.0716;-0.0395;-0.0313;1.88;3301600.0;1989340000.0;0.78;-0.0721
GGBR3;18.0;12.0;0.66;0.517;0.035;0.413;1.71;6.06;40.81;7.54;4.7;0.0852;0.0435;0.08259999999999999;0.055;2.7;592141.0;54539200000.0;0.34;-0.0297
GGBR4;21.05;14.03;0.77;0.604;0.03;0.483;2.0;7.09;47.73;8.57;5.34;0.0852;0.0435;0.08259999999999999;0.055;2.7;180995000.0;54539200000.0;0.34;-0.0297
GGPS3;17.5;19.94;3.37;0.774;0.0334;0.913;3.27;9.9;-4.56;11.47;8.65;0.0782;0.0394;0.11869999999999999;0.1689;2.13;59531800.0;3896680000.0;1.25;0.2581
GLOB4;30.49;-14.87;10.79;0.99;0.0;0.828;-4.91;13.71;-1.65;17.12;11.48;0.0722;-0.0666;0.0833;-0.7254999999999999;0.71;0.0;2634000000.0;3.54;-0.0351
GMAT3;4.45;5.42;1.01;0.28;0.0547;0.433;1.72;4.46;-180.97;5.09;4.22;0.06269999999999999;0.052000000000000005;0.1249;0.1856;1.93;54346800.0;10193300000.0;0.26;0.2462
GNDI3;66.95;-3584.82;5.84;3.423;0.0239;2.378;79.65;87.05;-6.21;91.13;50.88;0.0393;-0.0009;0.030899999999999997;-0.0016;1.17;0.0;7116080000.0;0.53;0.2523
GOAU3;8.84;11.16;0.6;0.168;0.0341;0.134;0.56;1.98;12.52;3.45;2.15;0.085;0.0435;0.0824;0.0542;2.71;874367.0;19368000000.0;0.96;-0.0297
GOAU4;9.19;11.6;0.63;0.175;0.032799999999999996;0.139;0.58;2.05;13.02;3.53;2.2;0.085;0.0435;0.0824;0.0542;2.71;61697000.0;19368000000.0;0.96;-0.0297
GOLL4;0.79;-189.23;-60.87;44.173;0.0;35.579;-192.97;-2431.67;-27.99;-2463.64;405.91;-0.0182;-0.2334;-0.0183;0.32159999999999994;0.63;0.0;-15618800000.0;-0.99;0.3173
GPAR3;15.05;-40.6;1.62;34.229;0.0;1.54;3.44;-71.73;3.73;-56.98;-64.09;-0.4772;-0.8439;-0.0322;-0.04;30.03;37.63;738921000.0;0.01;-0.4575
GPIV33;4.42;0.0;0.23;-6.068;0.0;0.12;0.89;-2.36;2.57;0.56;0.56;2.5732;0.0;-0.0605;0.0;3.34;0.0;1318490000.0;0.03;-0.40990000000000004
GRND3;4.59;5.71;1.02;1.512;0.3711;0.915;1.8;10.84;1.81;8.18;6.77;0.1394;0.265;0.114;0.17920000000000003;6.07;28460400.0;4050730000.0;0.02;0.0273
GRNL4;470.0;11.09;1.07;7.231;0.0;0.975;8.04;-64.72;15.01;-63.22;-63.22;-0.1117;0.6518999999999999;-0.0165;0.0969;4.35;0.0;93104000.0;0.05;0.2148
GSHP3;4.2;-0.03;-0.01;0.043;0.0;0.007;-0.07;0.14;0.0;36.05;34.68;0.3029;-1.3561;0.0545;0.1949;0.57;1109.9;-1318090000.0;-1.62;0.107
GUAR3;8.35;9.49;0.75;0.405;0.3699;0.308;1.48;4.1;8.48;4.93;2.89;0.0986;0.042699999999999995;0.09;0.0794;1.49;25476300.0;5544320000.0;0.34;0.09449999999999999
GUAR4;151.0;171.56;13.62;7.318;0.0;5.569;26.81;74.23;153.39;75.06;44.06;0.0986;0.042699999999999995;0.09;0.0794;1.49;0.0;5544320000.0;0.34;0.09449999999999999
GVTT3;57.7;57.38;3.68;4.312;0.0;2.268;21.82;25.92;-18.43;26.65;26.65;0.1664;0.07519999999999999;0.1032;0.0642;1.66;0.0;2150790000.0;0.24;0.3147
HAGA3;1.81;21.13;-0.43;0.771;0.0;0.309;0.58;-7.29;-0.37;2.66;4.0;-0.1057;0.0365;-0.16829999999999998;-0.0203;2.46;5537.45;-50250200.0;-0.41;-0.08900000000000001
HAGA4;1.1;12.84;-0.26;0.469;0.0;0.188;0.35;-4.43;-0.23;5.52;8.29;-0.1057;0.0365;-0.16829999999999998;-0.0203;2.46;6378.4;-50250200.0;-0.41;-0.08900000000000001
HAPV3;15.25;-24.71;0.16;0.258;0.0;0.103;1.26;5.6;-0.57;8.42;5.78;0.0461;-0.0105;0.0212;-0.0064;1.98;228978000.0;48650300000.0;0.27;0.2988
HBOR3;2.4;7.74;0.22;0.286;0.0971;0.049;0.26;2.01;-0.31;11.56;10.42;0.1425;0.1173;0.026000000000000002;0.028399999999999998;1.84;5109970.0;1461830000.0;1.27;0.0682
HBRE3;3.85;43.81;0.2;1.833;0.30269999999999997;0.079;2.18;1.37;-0.23;6.46;6.32;1.3403;0.4232;0.059800000000000006;0.0046;1.57;2056200.0;1957030000.0;0.82;0.2426
HBSA3;3.93;-23.7;2.35;2.944;0.0;0.775;3.78;21.43;-2.34;31.73;12.32;0.1374;-0.1242;0.0441;-0.0992;2.53;12612200.0;2273440000.0;1.63;0.0808
HBTS5;31.6;7.08;0.44;4.153;0.1867;0.174;-64.54;-3.75;-0.33;-7.02;-7.24;-1.1072;0.5861999999999999;-0.046900000000000004;0.0616;0.96;758.13;661094000.0;0.4;-0.18420000000000003
HETA3;96.0;44.39;-0.14;10.614;0.0;3.896;-22.18;11.39;-0.14;86.87;86.87;0.9320999999999999;0.2391;0.3428;-0.0032;0.51;0.0;-350075000.0;-0.93;0.1812
HETA4;5.3;2.45;-0.01;0.586;0.0;0.215;-1.22;0.63;-0.01;76.11;76.11;0.9320999999999999;0.2391;0.3428;-0.0032;0.51;733.65;-350075000.0;-0.93;0.1812
HGTX3;37.5;101.99;3.57;4.178;0.0;2.48;7.5;105.87;9.93;106.77;42.5;0.0395;0.040999999999999995;0.03;0.0351;2.47;0.0;1704940000.0;0.12;-0.0462
HGTX4;9.6;26.11;0.92;1.07;0.0;0.635;1.92;27.1;2.54;28.0;11.15;0.0395;0.040999999999999995;0.03;0.0351;2.47;0.0;1704940000.0;0.12;-0.0462
HOOT4;6.22;1.7;-3.68;0.58;0.0;0.217;-3.17;1.6;-0.24;1.07;0.94;0.36329999999999996;0.341;0.1477;-2.1614;0.75;37969.9;-31082000.0;0.0;0.5006
HYPE3;23.56;18.11;1.22;2.14;0.049699999999999994;0.593;11.25;12.85;-2.26;19.12;15.09;0.16649999999999998;0.1175;0.051100000000000007;0.0672;1.27;59783300.0;12254200000.0;0.75;0.061
IDVL11;140.0;-66.0;60.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9176000000000001;0.0;0.0;237683000.0;0.0;0.0
IDVL3;2.16;-1.02;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9176000000000001;0.0;0.0;237683000.0;0.0;0.0
IDVL4;2.67;-1.26;1.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9176000000000001;0.0;0.0;237683000.0;0.0;0.0
IENG3;0.15;-0.81;0.99;1.717;0.0;0.11;-1.17;3.88;-0.3;25.11;25.11;0.4429;-2.2461;0.028399999999999998;-1.2241;0.85;0.0;52234000.0;5.45;0.08130000000000001
IENG5;0.12;-0.65;0.79;1.374;0.0;0.088;-0.93;3.1;-0.24;24.33;24.33;0.4429;-2.2461;0.028399999999999998;-1.2241;0.85;0.0;52234000.0;5.45;0.08130000000000001
IFCM3;1.01;-0.55;0.36;0.145;0.0;0.092;0.41;-0.09;-0.33;-0.33;-0.35;-1.6380000000000001;-0.2631;-1.2997;-0.6570999999999999;1.91;922296.0;338323000.0;1.24;0.0123
IGBR3;175.99;0.56;-0.34;30.247;0.0;1.035;-0.99;-3.7;-0.29;-7.85;-8.21;-8.1712;53.7932;-0.5799;-0.601;0.33;10393.3;-650957000.0;-0.54;0.13970000000000002
IGBR5;18.9;0.06;-0.04;3.248;0.0;0.111;-0.11;-0.4;-0.03;-4.55;-4.76;-8.1712;53.7932;-0.5799;-0.601;0.33;0.0;-650957000.0;-0.54;0.13970000000000002
IGBR6;19.0;0.06;-0.04;3.266;0.0;0.112;-0.11;-0.4;-0.03;-4.55;-4.76;-8.1712;53.7932;-0.5799;-0.601;0.33;0.0;-650957000.0;-0.54;0.13970000000000002
IGTA3;33.13;10.34;1.45;5.039;0.0;0.872;4.05;8.77;-7.86;9.74;8.29;0.5743;0.4875;0.129;0.1404;3.96;0.0;3980870000.0;0.54;0.10880000000000001
IGTI11;26.55;13.62;1.7;5.524;0.0148;0.836;5.38;9.02;-3.23;11.47;9.88;0.6126;0.4058;0.11560000000000001;0.1247;2.67;56196800.0;4640860000.0;0.86;0.1602
IGTI3;2.97;10.66;1.33;4.326;0.0189;0.654;4.21;7.06;-2.53;9.52;8.19;0.6126;0.4058;0.11560000000000001;0.1247;2.67;147594.0;4640860000.0;0.86;0.1602
IGUA3;8.15;-12.52;-1.44;0.568;0.0;0.564;-0.65;8.22;-0.6;14.8;5.8;0.0691;-0.0453;0.0761;0.1152;0.34;0.0;-164188000.0;-1.33;-0.0741
IGUA5;7.98;-12.26;-1.41;0.556;0.0;0.552;-0.64;8.04;-0.59;14.63;5.73;0.0691;-0.0453;0.0761;0.1152;0.34;0.0;-164188000.0;-1.33;-0.0741
IGUA6;8.07;-12.4;-1.43;0.562;0.0;0.558;-0.64;8.14;-0.59;14.72;5.77;0.0691;-0.0453;0.0761;0.1152;0.34;0.0;-164188000.0;-1.33;-0.0741
ILLS4;100.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.73;0.0843;-0.10220000000000001;0.0814;0.36090000000000005;0.5;0.0;-18567000.0;-0.22;0.0933
ILMD3;29.0;15.73;2.63;0.683;0.0;1.395;5.7;14.13;7.53;13.13;13.13;0.0484;0.0492;0.1252;0.16690000000000002;1.6;0.0;658715000.0;0.02;0.006500000000000001
ILMD4;30.0;16.28;2.72;0.707;0.0;1.443;5.89;14.62;7.79;13.62;13.62;0.0484;0.0492;0.1252;0.16690000000000002;1.6;0.0;658715000.0;0.02;0.006500000000000001
IMBI3;5.01;-46.42;2.81;2659.02;0.0;0.518;-2.21;-97.12;-0.37;-104.72;-107.45;-27.378800000000002;-138.21200000000002;-0.0054;-0.0605;0.05;0.0;62544000.0;0.22;-0.5716
IMBI4;3.5;-32.43;1.96;1857.6;0.0;0.362;-1.54;-67.85;-0.26;-75.44;-77.41;-27.378800000000002;-138.21200000000002;-0.0054;-0.0605;0.05;0.0;62544000.0;0.22;-0.5716
IMCH3;6.39;41.83;0.59;0.336;0.0;0.289;-9.49;12.28;-0.78;21.16;6.62;0.0273;0.008;0.0255;0.013999999999999999;0.82;0.0;920589000.0;0.51;0.2104
INEP3;1.45;-0.17;-0.04;17.587;0.0;0.161;-0.07;-0.77;-0.03;-10.69;-11.45;-22.8075;-107.071;-0.2648;0.2384;0.13;62807.1;-1791040000.0;-0.52;-0.2459
INEP4;1.21;-0.14;-0.03;14.676;0.0;0.135;-0.06;-0.64;-0.03;-10.56;-11.31;-22.8075;-107.071;-0.2648;0.2384;0.13;42710.6;-1791040000.0;-0.52;-0.2459
INHA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-7.25;-7.89;-0.2138;-0.0716;-0.0395;-0.0313;1.88;0.0;1989340000.0;0.78;-0.0721
INTB3;11.57;8.02;1.2;0.828;0.12119999999999999;0.678;1.52;8.01;2.23;7.57;6.1;0.1033;0.1033;0.1381;0.1499;2.54;28033700.0;3154380000.0;0.33;0.11779999999999999
IRBR3;51.15;9.9;0.79;0.751;0.0;0.267;0.0;6.49;0.0;0.0;0.0;0.1157;0.0758;0.0;0.0794;0.0;39666400.0;5327120000.0;0.0;0.32899999999999996
ISAE3;34.3;7.73;1.08;2.532;0.0729;0.495;4.12;6.58;-1.32;10.18;10.08;0.3851;0.3345;0.0799;0.1399;4.46;85276.6;20907000000.0;0.71;0.1791
ISAE4;26.72;6.02;0.84;1.973;0.0935;0.386;3.21;5.12;-1.02;8.73;8.64;0.3851;0.3345;0.0799;0.1399;4.46;53411600.0;20907000000.0;0.71;0.1791
ITEC3;40.1;-35.12;22.04;2611.69;0.0;9.216;25.42;-26.0;-68.91;-24.8;-29.56;-100.447;-74.3588;-0.6306;-0.6275999999999999;5.23;0.0;20143000.0;0.0;-0.7479
ITSA3;12.2;8.6;1.48;16.651;0.1386;1.206;25.98;739.5;-19.96;762.76;97.86;0.0225;1.9475;0.0017000000000000001;0.1722;2.18;3234030.0;92412000000.0;0.1;0.0025
ITSA4;12.11;8.54;1.47;16.529;0.1396;1.197;25.79;734.04;-19.81;757.31;97.16;0.0225;1.9475;0.0017000000000000001;0.1722;2.18;364581000.0;92412000000.0;0.1;0.0025
ITUB3;37.05;9.45;1.97;0.0;0.1209;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2086;0.0;42373800.0;207181000000.0;0.0;1.2484
ITUB4;39.85;10.17;2.12;0.0;0.1124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2086;0.0;930551000.0;207181000000.0;0.0;1.2484
IVTT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.004;0.0;0.0;1083050000.0;0.0;0.20670000000000002
JALL3;2.81;-10.35;0.42;0.336;0.0;0.115;0.47;-9.69;-0.33;-47.71;3.6;-0.0346;-0.032400000000000005;-0.0152;-0.040999999999999995;2.74;2988190.0;2008130000.0;2.41;0.16149999999999998
JBDU3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56569000.0;0.0;0.0
JBSS3;39.03;2.94;0.74;0.072;0.19640000000000002;0.144;0.97;1.42;-0.37;5.13;3.34;0.0506;0.027200000000000002;0.1344;0.2503;1.6;0.0;46068100000.0;2.4;0.0797
JFAB4;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-112.33;-112.33;0.0;0.0;0.0;0.023399999999999997;0.0;0.0;-10183000.0;0.0;0.0
JFEN3;0.98;-0.05;-0.14;0.057;0.0;0.017;0.05;-0.1;-0.05;-2.34;-2.69;-0.5805;-1.1745;-0.18030000000000002;2.8838999999999997;1.66;18921.1;-88903000.0;-3.27;1.2467
JHSF3;8.18;4.32;0.89;2.853;0.0455;0.357;1.64;7.31;-1.54;11.94;10.95;0.39;0.6636;0.056799999999999996;0.2057;2.8;27007900.0;6287800000.0;0.91;-0.0195
JOPA3;20.11;25.05;0.35;0.107;0.0315;0.095;0.23;2.57;1.45;8.08;6.97;0.0417;0.0068000000000000005;0.056900000000000006;0.0139;2.31;402.2;610043000.0;1.96;0.012199999999999999
JOPA4;24.0;29.9;0.42;0.128;0.028999999999999998;0.113;0.28;3.07;1.73;8.58;7.4;0.0417;0.0068000000000000005;0.056900000000000006;0.0139;2.31;0.0;610043000.0;1.96;0.012199999999999999
JPSA3;29.02;20.27;1.93;4.667;0.0029;0.468;2.34;12.96;-1.68;20.35;12.83;0.3602;0.4631;0.045599999999999995;0.0951;5.31;7666510.0;1762140000.0;1.94;0.0101
JSLG3;6.12;18.63;0.95;0.181;0.3123;0.141;0.8;1.69;-0.29;7.99;4.62;0.10710000000000001;0.0097;0.09880000000000001;0.0513;1.88;7388820.0;1836170000.0;4.48;0.882
KEPL3;10.09;12.78;2.4;1.169;0.08289999999999999;1.168;3.69;9.79;8.25;9.72;8.07;0.11939999999999999;0.09140000000000001;0.1723;0.1877;1.94;21043500.0;755919000.0;0.47;0.0746
KLBN11;18.72;12.64;2.28;1.123;0.0897;0.376;2.67;4.74;-0.76;10.04;5.05;0.237;0.0987;0.10210000000000001;0.18059999999999998;2.12;105305000.0;10239100000.0;3.5;0.061200000000000004
KLBN3;3.76;12.69;2.29;1.128;0.0894;0.378;2.68;4.76;-0.76;10.06;5.06;0.237;0.0987;0.10210000000000001;0.18059999999999998;2.12;3952180.0;10239100000.0;3.5;0.061200000000000004
KLBN4;3.75;12.66;2.29;1.125;0.08960000000000001;0.377;2.67;4.75;-0.76;10.04;5.05;0.237;0.0987;0.10210000000000001;0.18059999999999998;2.12;14478800.0;10239100000.0;3.5;0.061200000000000004
KROT11;40.0;8.86;0.92;1.691;0.0;0.495;6.08;5.22;-2.1;7.48;5.72;0.32380000000000003;0.207;0.1054;0.1043;1.81;0.0;12762500000.0;0.5;0.1257
KROT4;5.12;7.94;0.83;1.515;0.0;0.444;5.45;4.68;-1.88;6.94;5.3;0.32380000000000003;0.207;0.1054;0.1043;1.81;0.0;12762500000.0;0.5;0.1257
KRSA3;8.87;-2.03;1.2;0.293;0.0;0.138;1.33;2.76;-0.25;14.74;8.56;0.10619999999999999;-0.1535;0.0552;-0.5889;1.48;0.0;573172000.0;5.71;0.06309999999999999
KSSA3;5.33;14.66;1.4;0.916;0.0;0.406;1.72;5.62;6.73;12.3;12.3;0.1631;0.0842;0.0767;0.0958;1.47;0.0;553026000.0;1.8;0.4068
LAME3;6.62;21.22;1.91;0.481;0.0;0.285;1.2;7.4;-4.37;11.32;5.49;0.06509999999999999;0.025099999999999997;0.0653;0.0902;1.72;0.0;6514640000.0;2.54;0.09720000000000001
LAME4;6.55;20.99;1.89;0.476;0.0;0.282;1.19;7.32;-4.32;11.24;5.46;0.06509999999999999;0.025099999999999997;0.0653;0.0902;1.72;0.0;6514640000.0;2.54;0.09720000000000001
LAND3;8.46;-86.74;1.25;9.026;0.0086;0.954;-75.33;14.22;-5.38;14.99;14.23;0.6346;-0.1041;0.0688;-0.0144;0.82;461133.0;652360000.0;0.1;-0.1056
LATM11;28.65;-0.68;0.02;0.006;0.0;0.003;-0.02;0.05;0.0;7.74;7.74;0.11460000000000001;-0.0039000000000000003;0.0655;-0.023700000000000002;0.49;0.0;11357000000.0;2.92;0.16690000000000002
LATS3;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.27;1.27;0.1174;0.013000000000000001;0.11630000000000001;0.0184;1.67;0.0;680646000.0;0.39;0.1537
LAVV3;16.69;7.6;2.11;1.805;0.1242;0.812;1.46;7.72;3.56;7.91;7.75;0.2339;0.2759;0.135;0.2783;3.52;8416340.0;1542630000.0;0.58;0.3261
LCAM3;24.15;41.56;5.61;7.646;0.0;3.901;14.69;53.23;28.83;50.97;23.21;0.1436;0.185;0.0959;0.1349;6.45;0.0;10845400000.0;0.06;0.10099999999999999
LCSA3;12.5;-120.23;-81.22;28.405;0.0;44.638;-72.05;-180.18;-34.41;-180.95;-180.95;-0.1577;-0.23629999999999998;-0.2874;0.6755;0.29;0.0;-377568000.0;-0.35;63.540699999999994
LCSA4;35.09;-337.52;-228.0;79.738;0.0;125.308;-202.27;-505.8;-96.61;-506.56;-506.56;-0.1577;-0.23629999999999998;-0.2874;0.6755;0.29;0.0;-377568000.0;-0.35;63.540699999999994
LECO3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;-3.0;-0.021400000000000002;-0.0472;-0.0348;-0.1482;0.82;0.0;105928000.0;0.2;0.0358
LECO4;1.46;-13.48;2.0;0.637;0.0;0.924;-16.84;-29.69;-3.16;-32.69;-32.69;-0.021400000000000002;-0.0472;-0.0348;-0.1482;0.82;0.0;105928000.0;0.2;0.0358
LETO3;0.8;-0.32;-0.05;0.0;0.0;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1705;0.0;0.0;-58642000.0;0.0;-0.17379999999999998
LETO5;2.06;-0.83;-0.14;0.0;0.0;0.248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1705;0.0;0.0;-58642000.0;0.0;-0.17379999999999998
